Age,Attrition,Department,EducationField,Gender,JobRole,,NumCompaniesWorked,TotalWorkingYears
22,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,4
48,No,Research & Development,Life Sciences,Male,Healthcare Representative,,2,19
48,No,Research & Development,Life Sciences,Male,Healthcare Representative,,7,27
41,No,Research & Development,Medical,Female,Manufacturing Director,,6,8
39,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,21
27,No,Research & Development,Life Sciences,Female,Manufacturing Director,,0,4
35,No,Research & Development,Other,Male,Laboratory Technician,,1,3
42,No,Sales,Marketing,Male,Manager,,6,21
50,No,Research & Development,Life Sciences,Male,Laboratory Technician,,4,8
59,No,Research & Development,Life Sciences,Female,Manufacturing Director,,3,30
37,Yes,Research & Development,Medical,Female,Healthcare Representative,,5,15
55,No,Research & Development,Medical,Male,Healthcare Representative,,3,17
41,No,Research & Development,Life Sciences,Female,Research Director,,1,21
38,No,Sales,Life Sciences,Male,Sales Executive,,8,19
26,Yes,Sales,Medical,Male,Sales Executive,,8,7
52,Yes,Sales,Marketing,Female,Manager,,1,33
44,No,Sales,Medical,Female,Sales Executive,,3,23
50,No,Sales,Life Sciences,Female,Sales Executive,,0,19
36,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,18
39,No,Research & Development,Medical,Female,Manufacturing Director,,1,21
33,No,Sales,Life Sciences,Female,Sales Representative,,0,3
45,No,Sales,Life Sciences,Female,Manager,,3,26
32,No,Research & Development,Medical,Female,Laboratory Technician,,9,10
34,No,Sales,Marketing,Male,Sales Executive,,0,16
59,No,Sales,Technical Degree,Male,Manager,,3,14
45,No,Human Resources,Medical,Male,Human Resources,,1,6
53,No,Sales,Marketing,Female,Sales Executive,,2,30
36,Yes,Research & Development,Other,Male,Laboratory Technician,,7,9
26,Yes,Research & Development,Life Sciences,Male,Research Scientist,,6,6
34,No,Sales,Life Sciences,Female,Sales Representative,,1,1
28,No,Sales,Medical,Male,Sales Representative,,1,1
38,No,Research & Development,Other,Male,Research Scientist,,3,8
50,No,Research & Development,Medical,Male,Research Director,,2,29
37,No,Research & Development,Other,Female,Healthcare Representative,,3,8
40,No,Sales,Marketing,Male,Sales Executive,,1,8
26,No,Research & Development,Medical,Female,Research Scientist,,1,5
46,No,Research & Development,Medical,Male,Research Director,,9,23
54,No,Sales,Life Sciences,Female,Sales Executive,,6,13
56,No,Research & Development,Medical,Female,Research Scientist,,2,18
36,No,Research & Development,Medical,Female,Manufacturing Director,,0,15
55,No,Research & Development,Medical,Male,Manager,,7,31
43,No,Sales,Medical,Male,Sales Executive,,5,18
20,Yes,Sales,Marketing,Female,Sales Representative,,1,2
21,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
46,No,Research & Development,Life Sciences,Female,Research Scientist,,8,19
51,Yes,Research & Development,Life Sciences,Male,Research Scientist,,9,18
28,Yes,Research & Development,Technical Degree,Male,Healthcare Representative,,1,10
26,No,Research & Development,Medical,Male,Laboratory Technician,,1,6
30,No,Research & Development,Other,Male,Manufacturing Director,,0,7
41,No,Research & Development,Technical Degree,Female,Research Scientist,,1,10
38,No,Research & Development,Life Sciences,Female,Healthcare Representative,,0,20
40,No,Research & Development,Technical Degree,Male,Healthcare Representative,,4,14
27,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,3
55,No,Research & Development,Life Sciences,Male,Manufacturing Director,,3,23
28,No,Research & Development,Other,Female,Research Scientist,,3,10
44,Yes,Human Resources,Medical,Male,Human Resources,,9,24
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,,4,9
35,Yes,Sales,Technical Degree,Male,Sales Executive,,0,9
33,Yes,Research & Development,Medical,Female,Research Scientist,,1,14
28,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,4
34,No,Research & Development,Life Sciences,Male,Healthcare Representative,,0,7
37,No,Sales,Life Sciences,Female,Sales Executive,,2,8
25,Yes,Research & Development,Technical Degree,Male,Laboratory Technician,,1,7
26,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,1
33,Yes,Research & Development,Medical,Male,Research Scientist,,4,5
42,No,Research & Development,Medical,Male,Manager,,0,23
28,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,1
50,Yes,Sales,Other,Male,Sales Executive,,3,5
33,No,Sales,Life Sciences,Female,Sales Executive,,0,4
34,No,Research & Development,Life Sciences,Male,Research Scientist,,3,6
48,No,Research & Development,Medical,Male,Manager,,2,27
45,No,Sales,Life Sciences,Female,Sales Executive,,1,15
52,No,Research & Development,Life Sciences,Male,Healthcare Representative,,7,18
38,No,Sales,Marketing,Male,Sales Executive,,0,9
29,No,Research & Development,Life Sciences,Female,Research Scientist,,4,11
28,No,Research & Development,Medical,Female,Manufacturing Director,,0,10
46,No,Sales,Marketing,Male,Manager,,3,23
38,No,Sales,Marketing,Male,Sales Executive,,7,10
43,No,Research & Development,Life Sciences,Female,Manufacturing Director,,8,18
39,Yes,Research & Development,Life Sciences,Male,Healthcare Representative,,7,21
40,No,Research & Development,Medical,Male,Research Director,,1,21
21,No,Research & Development,Technical Degree,Female,Research Scientist,,1,2
39,No,Research & Development,Life Sciences,Male,Laboratory Technician,,9,9
36,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,18
31,No,Sales,Life Sciences,Male,Sales Representative,,0,3
28,No,Research & Development,Life Sciences,Male,Research Scientist,,0,6
35,No,Sales,Marketing,Male,Sales Executive,,1,5
49,No,Sales,Technical Degree,Male,Sales Executive,,6,22
34,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,5
29,No,Research & Development,Life Sciences,Female,Research Scientist,,0,8
42,No,Research & Development,Medical,Male,Laboratory Technician,,4,16
29,No,Research & Development,Medical,Male,Manufacturing Director,,1,10
38,No,Human Resources,Human Resources,Male,Human Resources,,1,7
28,No,Research & Development,Life Sciences,Male,Research Scientist,,1,3
18,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,0
33,Yes,Sales,Marketing,Female,Sales Executive,,0,6
41,No,Research & Development,Life Sciences,Male,Laboratory Technician,,3,6
31,Yes,Research & Development,Medical,Male,Laboratory Technician,,1,2
37,No,Research & Development,Medical,Female,Healthcare Representative,,7,9
27,No,Research & Development,Life Sciences,Male,Research Scientist,,1,4
34,No,Sales,Life Sciences,Female,Sales Executive,,1,6
35,No,Human Resources,Technical Degree,Male,Human Resources,,1,6
29,Yes,Sales,Life Sciences,Female,Sales Executive,,1,11
40,No,Research & Development,Medical,Female,Research Director,,9,20
42,Yes,Sales,Life Sciences,Male,Sales Executive,,0,22
42,No,Sales,Marketing,Male,Sales Executive,,7,9
35,No,Research & Development,Medical,Male,Laboratory Technician,,6,10
24,No,Research & Development,Medical,Male,Laboratory Technician,,8,6
28,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
26,No,Research & Development,Medical,Male,Laboratory Technician,,1,8
30,No,Sales,Marketing,Male,Sales Executive,,1,10
40,No,Research & Development,Medical,Female,Research Scientist,,3,16
35,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,15
34,No,Research & Development,Medical,Male,Healthcare Representative,,0,14
35,No,Research & Development,Other,Male,Laboratory Technician,,1,2
43,Yes,Sales,Marketing,Female,Sales Executive,,8,7
32,No,Sales,Life Sciences,Female,Sales Representative,,1,1
56,No,Research & Development,Technical Degree,Female,Manager,,4,28
29,No,Research & Development,Medical,Female,Laboratory Technician,,1,10
19,No,Research & Development,Life Sciences,Male,Research Scientist,,1,1
45,No,Research & Development,Medical,Female,Research Scientist,,4,7
37,No,Research & Development,Life Sciences,Female,Manufacturing Director,,1,14
20,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,2
44,Yes,Research & Development,Life Sciences,Male,Research Scientist,,1,6
53,No,Research & Development,Medical,Female,Manager,,3,26
29,No,Research & Development,Life Sciences,Female,Research Scientist,,0,6
22,Yes,Research & Development,Life Sciences,Male,Research Scientist,,0,1
46,No,Sales,Marketing,Female,Manager,,8,28
44,No,Research & Development,Life Sciences,Male,Research Scientist,,2,6
33,No,Human Resources,Human Resources,Male,Human Resources,,1,5
41,Yes,Research & Development,Life Sciences,Male,Research Scientist,,6,5
30,No,Sales,Life Sciences,Male,Sales Executive,,8,8
40,No,Sales,Medical,Male,Sales Executive,,5,5
50,No,Research & Development,Medical,Female,Manager,,2,32
28,No,Research & Development,Medical,Male,Laboratory Technician,,1,6
46,No,Research & Development,Life Sciences,Male,Research Director,,5,25
35,No,Sales,Life Sciences,Male,Sales Executive,,3,15
24,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,1
33,No,Sales,Medical,Female,Sales Executive,,1,10
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,7
30,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,10
44,No,Research & Development,Other,Male,Research Scientist,,1,20
20,No,Sales,Marketing,Male,Sales Representative,,1,2
46,No,Research & Development,Technical Degree,Male,Manufacturing Director,,2,12
42,No,Human Resources,Medical,Male,Human Resources,,7,10
60,No,Sales,Marketing,Male,Sales Executive,,0,12
32,No,Research & Development,Other,Female,Laboratory Technician,,1,2
32,No,Research & Development,Life Sciences,Female,Research Scientist,,4,10
36,No,Research & Development,Technical Degree,Female,Manufacturing Director,,2,17
33,No,Research & Development,Medical,Male,Research Scientist,,0,15
40,No,Sales,Technical Degree,Female,Sales Executive,,7,7
25,No,Sales,Life Sciences,Male,Sales Executive,,0,5
30,No,Research & Development,Medical,Male,Research Scientist,,0,12
42,No,Research & Development,Medical,Female,Research Director,,3,20
35,No,Sales,Marketing,Female,Sales Executive,,4,16
27,No,Research & Development,Life Sciences,Male,Research Scientist,,1,9
54,No,Research & Development,Life Sciences,Female,Manufacturing Director,,7,33
44,No,Research & Development,Life Sciences,Female,Research Scientist,,1,10
19,Yes,Research & Development,Medical,Female,Research Scientist,,1,1
29,No,Research & Development,Life Sciences,Female,Research Scientist,,1,3
54,No,Research & Development,Life Sciences,Male,Research Director,,3,36
31,No,Research & Development,Medical,Male,Healthcare Representative,,1,6
31,No,Research & Development,Medical,Female,Healthcare Representative,,1,10
59,No,Sales,Life Sciences,Female,Sales Executive,,5,13
43,No,Research & Development,Life Sciences,Male,Research Director,,3,25
49,No,Research & Development,Medical,Male,Manager,,2,23
36,No,Research & Development,Technical Degree,Male,Research Scientist,,1,12
48,No,Research & Development,Technical Degree,Male,Laboratory Technician,,5,7
27,No,Research & Development,Life Sciences,Male,Research Scientist,,1,5
29,No,Research & Development,Life Sciences,Male,Healthcare Representative,,1,6
48,No,Research & Development,Life Sciences,Male,Research Director,,6,25
29,No,Research & Development,Life Sciences,Female,Research Director,,3,9
34,No,Research & Development,Technical Degree,Female,Research Scientist,,0,2
44,No,Sales,Marketing,Male,Manager,,7,26
33,No,Sales,Marketing,Male,Sales Executive,,0,10
19,No,Research & Development,Life Sciences,Female,Research Scientist,,1,1
23,No,Research & Development,Life Sciences,Male,Research Scientist,,1,1
25,Yes,Sales,Life Sciences,Male,Sales Representative,,1,1
26,No,Research & Development,Life Sciences,Male,Research Scientist,,1,8
45,Yes,Sales,Marketing,Female,Manager,,2,26
55,No,Research & Development,Medical,Male,Healthcare Representative,,1,34
21,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,1,2
46,No,Sales,Marketing,Female,Manager,,2,26
34,No,Sales,Marketing,Female,Sales Executive,,0,4
51,No,Sales,Life Sciences,Male,Manager,,4,31
59,No,Research & Development,Medical,Male,Manufacturing Director,,6,25
34,No,Research & Development,Medical,Female,Laboratory Technician,,4,15
28,No,Research & Development,Medical,Male,Laboratory Technician,,0,5
44,No,Research & Development,Life Sciences,Male,Manager,,1,26
34,No,Human Resources,Life Sciences,Male,Human Resources,,4,14
35,No,Research & Development,Life Sciences,Male,Research Scientist,,0,4
42,No,Research & Development,Medical,Female,Research Scientist,,6,18
43,No,Sales,Marketing,Female,Sales Executive,,3,23
36,No,Research & Development,Life Sciences,Female,Manufacturing Director,,9,18
44,Yes,Research & Development,Medical,Female,Healthcare Representative,,1,10
28,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,2
51,No,Research & Development,Medical,Female,Laboratory Technician,,0,8
30,No,Research & Development,Medical,Female,Manufacturing Director,,7,10
29,Yes,Research & Development,Technical Degree,Female,Laboratory Technician,,3,10
28,No,Research & Development,Technical Degree,Male,Research Scientist,,2,5
25,No,Research & Development,Medical,Female,Research Scientist,,1,2
32,No,Sales,Medical,Male,Sales Executive,,1,10
45,No,Research & Development,Medical,Female,Manager,,3,22
39,No,Research & Development,Medical,Female,Manager,,6,21
58,No,Research & Development,Life Sciences,Male,Research Scientist,,1,2
32,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,1,10
39,Yes,Research & Development,Medical,Male,Research Scientist,,0,6
30,No,Research & Development,Technical Degree,Female,Laboratory Technician,,0,10
36,No,Research & Development,Technical Degree,Female,Healthcare Representative,,3,10
46,No,Human Resources,Life Sciences,Female,Human Resources,,6,10
28,No,Research & Development,Life Sciences,Female,Laboratory Technician,,0,10
50,No,Research & Development,Life Sciences,Female,Research Director,,4,25
40,Yes,Sales,Marketing,Male,Sales Executive,,2,9
52,Yes,Sales,Life Sciences,Male,Sales Executive,,9,10
30,No,Research & Development,Medical,Female,Manager,,1,9
39,No,Research & Development,Life Sciences,Male,Manufacturing Director,,0,9
31,No,Sales,Life Sciences,Female,Sales Executive,,1,10
41,No,Sales,Medical,Male,Sales Executive,,1,19
31,Yes,Sales,Life Sciences,Female,Sales Representative,,1,3
44,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,4,10
42,No,Research & Development,Life Sciences,Male,Manager,,0,21
55,No,Research & Development,Medical,Female,Manager,,4,23
56,No,Human Resources,Life Sciences,Male,Manager,,6,36
40,No,Research & Development,Life Sciences,Male,Research Scientist,,9,6
34,No,Research & Development,Life Sciences,Male,Healthcare Representative,,0,10
40,No,Research & Development,Life Sciences,Male,Research Scientist,,1,9
41,No,Sales,Marketing,Female,Sales Executive,,0,10
35,No,Research & Development,Life Sciences,Male,Research Scientist,,1,9
51,No,Human Resources,Life Sciences,Male,Manager,,1,33
38,No,Sales,Life Sciences,Female,Sales Executive,,3,11
34,No,Sales,Medical,Female,Sales Executive,,1,10
25,No,Research & Development,Medical,Male,Laboratory Technician,,3,7
58,Yes,Research & Development,Medical,Female,Manufacturing Director,,7,31
40,No,Research & Development,Life Sciences,Male,Laboratory Technician,,3,7
36,No,Sales,Marketing,Female,Sales Executive,,2,17
48,No,Research & Development,Life Sciences,Male,Manufacturing Director,,1,11
27,No,Sales,Medical,Female,Sales Representative,,8,5
51,No,Research & Development,Technical Degree,Female,Manufacturing Director,,3,29
18,No,Research & Development,Life Sciences,Female,Laboratory Technician,,1,0
35,No,Research & Development,Medical,Female,Laboratory Technician,,0,10
27,No,Sales,Life Sciences,Male,Sales Executive,,3,8
55,Yes,Sales,Marketing,Male,Sales Executive,,6,24
56,No,Research & Development,Life Sciences,Male,Manufacturing Director,,4,33
34,No,Research & Development,Technical Degree,Female,Research Scientist,,1,5
40,No,Research & Development,Medical,Female,Healthcare Representative,,5,15
34,No,Research & Development,Medical,Male,Laboratory Technician,,4,10
31,Yes,Sales,Life Sciences,Female,Sales Representative,,7,3
35,Yes,Sales,Marketing,Female,Sales Executive,,0,5
38,No,Research & Development,Life Sciences,Male,Research Scientist,,1,4
34,No,Research & Development,Technical Degree,Female,Healthcare Representative,,1,14
28,No,Sales,Life Sciences,Male,Sales Executive,,1,5
31,Yes,Research & Development,Medical,Male,Manufacturing Director,,1,10
39,No,Sales,Life Sciences,Male,Sales Executive,,3,8
51,No,Sales,Marketing,Male,Sales Executive,,2,14
41,No,Research & Development,Life Sciences,Female,Research Scientist,,3,12
37,No,Research & Development,Life Sciences,Male,Research Scientist,,7,8
33,No,Sales,Life Sciences,Male,Sales Executive,,6,8
32,No,Sales,Marketing,Male,Sales Executive,,0,4
39,No,Research & Development,Life Sciences,Male,Healthcare Representative,,3,13
25,No,Sales,Life Sciences,Male,Sales Executive,,2,6
52,No,Research & Development,Medical,Female,Manufacturing Director,,2,24
43,No,Research & Development,Medical,Female,Research Scientist,,1,20
27,No,Sales,Marketing,Female,Sales Executive,,1,6
27,Yes,Research & Development,Life Sciences,Female,Research Scientist,,1,8
26,No,Research & Development,Medical,Male,Research Scientist,,0,5
42,No,Human Resources,Human Resources,Female,Manager,,0,21
52,No,Research & Development,Other,Female,Laboratory Technician,,9,12
37,No,Research & Development,Medical,Female,Laboratory Technician,,4,8
35,No,Research & Development,Life Sciences,Male,Manufacturing Director,,2,10
25,No,Research & Development,Technical Degree,Male,Laboratory Technician,,4,7
26,No,Research & Development,Other,Male,Laboratory Technician,,0,8
29,No,Human Resources,Other,Male,Human Resources,,1,10
49,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,3,20
29,Yes,Research & Development,Other,Female,Healthcare Representative,,0,9
54,No,Research & Development,Medical,Female,Research Director,,6,29
58,No,Research & Development,Medical,Female,Research Director,,3,32
55,No,Research & Development,Medical,Male,Research Director,,2,31
36,No,Sales,Marketing,Female,Sales Executive,,3,15
31,Yes,Sales,Life Sciences,Female,Sales Representative,,1,1
30,No,Sales,Marketing,Female,Sales Executive,,7,8
31,No,Research & Development,Life Sciences,Female,Research Director,,3,9
34,No,Research & Development,Other,Male,Research Scientist,,5,10
31,Yes,Research & Development,Life Sciences,Female,Research Scientist,,1,1
27,No,Research & Development,Life Sciences,Male,Laboratory Technician,,0,6
36,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,10
36,No,Sales,Marketing,Female,Sales Executive,,4,11
47,No,Research & Development,Technical Degree,Male,Research Scientist,,7,17
25,Yes,Sales,Life Sciences,Male,Sales Representative,,3,6
37,No,Research & Development,Technical Degree,Male,Laboratory Technician,,0,7
56,No,Research & Development,Life Sciences,Female,Research Scientist,,2,5
47,No,Research & Development,Medical,Female,Research Director,,3,26
24,No,Sales,Medical,Female,Sales Executive,,1,5
32,No,Sales,Marketing,Male,Sales Executive,,4,7
34,No,Research & Development,Life Sciences,Female,Laboratory Technician,,5,7
41,No,Research & Development,Medical,Male,Research Scientist,,2,7
40,No,Research & Development,Other,Male,Laboratory Technician,,3,11
31,No,Sales,Life Sciences,Male,Sales Executive,,1,13
46,Yes,Sales,Marketing,Male,Sales Executive,,4,28
39,Yes,Research & Development,Life Sciences,Female,Laboratory Technician,,2,11
31,Yes,Research & Development,Life Sciences,Female,Manufacturing Director,,1,10
45,No,Research & Development,Medical,Male,Healthcare Representative,,2,24
31,No,Human Resources,Medical,Female,Human Resources,,9,8
31,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,6,7
45,No,Research & Development,Technical Degree,Male,Manufacturing Director,,4,10
48,No,Sales,Marketing,Male,Sales Executive,,4,15
34,Yes,Human Resources,Technical Degree,Female,Human Resources,,1,2
40,No,Research & Development,Medical,Male,Research Director,,2,16
28,No,Sales,Medical,Male,Sales Executive,,0,6
44,No,Research & Development,Life Sciences,Male,Laboratory Technician,,3,7
53,No,Research & Development,Medical,Male,Research Director,,4,35
49,No,Research & Development,Technical Degree,Male,Healthcare Representative,,2,20
40,No,Research & Development,Medical,Male,Research Scientist,,2,8
44,No,Research & Development,Life Sciences,Male,Research Scientist,,1,6
33,No,Sales,Medical,Male,Sales Executive,,0,5
34,No,Sales,Other,Male,Sales Executive,,3,15
30,No,Sales,Life Sciences,Male,Sales Executive,,8,4
42,No,Research & Development,Medical,Female,Laboratory Technician,,1,12
44,No,Sales,Marketing,Female,Sales Executive,,7,11
30,No,Research & Development,Technical Degree,Male,Research Scientist,,1,1
57,No,Research & Development,Life Sciences,Male,Research Scientist,,0,13
49,No,Research & Development,Life Sciences,Male,Healthcare Representative,,3,29
34,No,Research & Development,Medical,Male,Research Director,,7,16
28,Yes,Sales,Technical Degree,Male,Sales Representative,,3,5
29,Yes,Sales,Technical Degree,Female,Sales Executive,,5,7
34,Yes,Sales,Medical,Female,Sales Executive,,0,16
35,No,Sales,Life Sciences,Male,Sales Representative,,1,1
24,Yes,Research & Development,Medical,Male,Laboratory Technician,,2,4
24,No,Sales,Life Sciences,Female,Sales Representative,,1,1
44,No,Research & Development,Medical,Male,Manufacturing Director,,5,16
29,No,Sales,Life Sciences,Male,Sales Executive,,1,10
30,No,Human Resources,Life Sciences,Male,Human Resources,,0,6
55,No,Research & Development,Life Sciences,Male,Healthcare Representative,,0,4
33,No,Research & Development,Medical,Female,Laboratory Technician,,8,8
47,No,Sales,Medical,Female,Sales Executive,,3,11
28,Yes,Research & Development,Medical,Male,Laboratory Technician,,7,8
28,No,Research & Development,Life Sciences,Male,Research Scientist,,1,1
28,No,Sales,Life Sciences,Male,Sales Executive,,0,5
49,No,Research & Development,Medical,Female,Laboratory Technician,,4,10
29,No,Research & Development,Life Sciences,Female,Laboratory Technician,,0,4
28,No,Research & Development,Life Sciences,Male,Manufacturing Director,,1,8
33,No,Research & Development,Life Sciences,Male,Healthcare Representative,,2,14
32,No,Research & Development,Medical,Male,Manager,,2,10
54,No,Research & Development,Medical,Female,Manager,,3,26
29,Yes,Research & Development,Technical Degree,Male,Research Scientist,,6,11
44,No,Research & Development,Life Sciences,Male,Research Director,,3,24
39,No,Research & Development,Life Sciences,Female,Manufacturing Director,,4,9
46,No,Sales,Life Sciences,Female,Manager,,8,23
35,No,Research & Development,Life Sciences,Female,Healthcare Representative,,1,11
23,No,Research & Development,Life Sciences,Male,Laboratory Technician,,0,5
40,Yes,Research & Development,Life Sciences,Male,Laboratory Technician,,3,15
34,No,Sales,Technical Degree,Male,Sales Executive,,1,10
31,Yes,Research & Development,Life Sciences,Female,Research Scientist,,1,7
50,No,Research & Development,Medical,Male,Research Director,,1,32
34,No,Sales,Technical Degree,Male,Sales Representative,,0,12
42,No,Research & Development,Medical,Male,Laboratory Technician,,4,4
37,No,Research & Development,Medical,Male,Research Scientist,,1,10
29,No,Research & Development,Other,Female,Healthcare Representative,,3,9
33,No,Research & Development,Life Sciences,Male,Manufacturing Director,,1,5
45,No,Research & Development,Technical Degree,Male,Research Scientist,,4,8
42,No,Research & Development,Life Sciences,Male,Healthcare Representative,,2,24
40,No,Sales,Medical,Male,Sales Executive,,0,9
33,No,Research & Development,Life Sciences,Male,Laboratory Technician,,1,15
40,No,Human Resources,Medical,Male,Manager,,1,21
24,No,Research & Development,Technical Degree,Male,Laboratory Technician,,0,2
40,No,Research & Development,Life Sciences,Male,Healthcare Representative,,3,8
